y_real,prob_fraude,pred_threshold_0.5
0,1.1655499195019921e-19,0
0,8.228281555480765e-12,0
0,1.2443959636508782e-09,0
0,1.8911592138788024e-16,0
1,0.9199087745148307,1
0,2.4359201665996323e-20,0
0,1.2620308131561986e-18,0
0,1.481631387627477e-20,0
0,3.7104600460572787e-19,0
0,5.849661044074972e-16,0
0,4.378727685358391e-15,0
0,1.3970132934637093e-23,0
0,3.241376249240201e-17,0
0,1.0140064481295824e-11,0
0,2.3618773260431943e-21,0
0,3.2966871832028574e-10,0
0,6.600371144160616e-18,0
0,1.0407699736518671e-20,0
0,1.1715129959422716e-08,0
0,1.7518991708888621e-15,0
0,4.044939719989908e-13,0
0,9.438879789099872e-17,0
0,6.06199841380677e-17,0
0,5.739704174060352e-19,0
0,8.369827133430849e-15,0
0,5.0934634519392495e-18,0
0,2.937911195036157e-19,0
0,1.6330075756994052e-15,0
0,3.676285428775448e-18,0
0,3.460951266354877e-22,0
0,9.94886853190266e-21,0
0,3.823370342024433e-15,0
0,1.6722030779564608e-06,0
0,3.1933610479534915e-06,0
0,1.8762555842517e-13,0
0,3.104656264888555e-10,0
0,1.4015869701375724e-16,0
0,4.256077745307075e-18,0
0,9.842590135161869e-13,0
0,1.4089882689297323e-15,0
0,1.334605896421201e-17,0
0,1.23692926641775e-18,0
0,2.758121474738252e-20,0
0,3.6731734552499896e-21,0
0,2.6241929536387275e-16,0
0,6.127501027692141e-15,0
0,7.232684721969106e-18,0
0,2.745029910596407e-26,0
0,2.4585408815994586e-24,0
0,2.1973779806072203e-09,0
0,1.3182355160609912e-10,0
0,6.143069854144058e-21,0
0,7.339609222155502e-11,0
0,9.236738560699354e-16,0
0,3.5388862916115994e-17,0
0,6.50773857832857e-11,0
0,1.2420777389286192e-21,0
0,9.395300158916658e-20,0
0,8.16346202879385e-12,0
0,6.564729651918767e-11,0
0,2.0202279544856395e-11,0
0,9.163767068187928e-21,0
0,2.2206463487031735e-17,0
0,1.1643634992376405e-16,0
0,1.0714784521194628e-06,0
0,1.914552336639695e-21,0
0,4.0992316149235373e-16,0
0,1.212975535419538e-14,0
0,3.0905878742162694e-12,0
0,5.516954644186111e-13,0
0,2.7136467861178203e-11,0
0,2.2303874050630194e-17,0
0,4.078666452571858e-15,0
0,3.2003197765165006e-19,0
0,2.2618136969107602e-26,0
0,2.450802678191148e-12,0
0,8.297235258083611e-15,0
0,1.0802090461773611e-14,0
0,5.567211362093823e-18,0
0,0.00016930627564329295,0
0,2.3529700901094147e-18,0
0,8.889411460528095e-08,0
0,5.562158412070429e-19,0
0,3.471167437358292e-23,0
0,6.567453426888851e-10,0
0,9.793938562167706e-16,0
0,2.0095079315164915e-21,0
0,3.3522922989393664e-09,0
0,7.48420502499911e-21,0
0,4.776459283135221e-05,0
0,2.4961321154426945e-23,0
0,2.0110171476279896e-13,0
0,2.232778264681566e-11,0
0,2.1520261339170087e-11,0
0,9.479441045808539e-10,0
0,1.883989457134284e-14,0
0,1.9418589397086662e-22,0
0,1.4521114353059104e-22,0
0,2.33103816200356e-17,0
0,8.497257059138761e-05,0
0,1.641916664112128e-06,0
0,3.0891886047689197e-12,0
0,3.11923029003198e-20,0
0,2.4598230070313292e-20,0
0,1.6972835238695414e-20,0
0,4.527849782075652e-15,0
0,4.7862210137191196e-24,0
0,9.865299524106073e-17,0
0,2.6245844293568814e-14,0
0,1.31931100486152e-12,0
0,6.673264015217826e-24,0
0,1.4331852643583779e-08,0
0,0.00022093981148069183,0
0,2.85882091141845e-17,0
0,2.205644132612464e-22,0
0,5.250688836786242e-18,0
0,1.6335771829768674e-13,0
0,1.323086418717422e-22,0
0,2.7693073836449492e-22,0
0,2.628563196755652e-18,0
0,0.0009465306802348769,0
0,2.281213772543671e-05,0
0,1.0506330838148475e-10,0
0,2.455519033031008e-17,0
0,1.6061713948903895e-13,0
0,2.0110571938576476e-16,0
0,1.0576400993041405e-22,0
0,2.872519425949846e-14,0
0,6.9820004408864455e-15,0
0,6.597472103096262e-13,0
0,6.254358795517167e-17,0
0,3.0976470282873713e-20,0
0,8.527902296953841e-16,0
0,4.066671194779757e-06,0
0,1.8611896769799214e-22,0
0,2.6099427920664216e-25,0
0,2.091403182260676e-17,0
0,4.849393707673837e-16,0
0,2.9844248758446774e-16,0
0,5.799994409161591e-18,0
0,2.423624316292038e-15,0
0,5.260895315191005e-17,0
0,8.054189803414543e-19,0
0,6.630734708100139e-20,0
0,7.383970244361726e-20,0
0,1.3203622190626631e-08,0
0,1.409222221463052e-23,0
0,6.086764981993238e-19,0
0,5.614999709535368e-16,0
0,2.755418154132042e-18,0
0,8.6371990970477e-14,0
0,9.36424806330338e-17,0
0,1.746197587713851e-13,0
0,3.668884548071926e-16,0
0,1.188720102073179e-13,0
0,1.2816352233062763e-13,0
0,7.489149473261262e-12,0
0,1.0384026280867047e-19,0
0,5.299243024178344e-26,0
0,6.170218055639197e-10,0
0,2.5172543285363687e-17,0
0,2.022564574102905e-15,0
0,1.988988867594577e-15,0
0,7.445389010702709e-11,0
0,2.1466842375706367e-20,0
0,4.508962753104737e-17,0
0,2.6087247062508617e-06,0
0,8.292435565238714e-19,0
0,3.634379038990513e-18,0
0,5.851475775263183e-11,0
0,3.764148576440866e-14,0
0,5.1921992288142415e-15,0
0,1.5142564123685676e-14,0
0,2.0958990312642517e-14,0
0,4.0043952269309834e-20,0
0,1.4728040486417447e-16,0
0,6.665476896022659e-21,0
0,2.339351290776822e-10,0
0,2.819140650184146e-12,0
0,3.0178935191648e-09,0
0,4.474543517888524e-10,0
0,1.7031238722904553e-18,0
0,5.636189247208879e-15,0
0,1.0170468622825574e-16,0
0,4.253616181555348e-16,0
0,6.325271476861539e-18,0
0,1.1265003570281202e-19,0
0,1.1436461117655051e-25,0
0,9.207663829399606e-16,0
0,4.229046870383723e-28,0
0,2.4430467283948294e-20,0
0,5.125440410086305e-24,0
0,1.1841012535567294e-11,0
0,1.5897684073162191e-12,0
0,3.5255792056005923e-12,0
0,8.013458605589802e-12,0
0,3.083515396374208e-19,0
0,7.061143023697627e-21,0
0,1.3847611770081724e-17,0
0,6.4937991345544735e-21,0
0,8.06823675490634e-19,0
0,2.1089125220030633e-18,0
0,5.418080314715736e-13,0
0,4.324107365429452e-24,0
0,1.7382246469371805e-07,0
0,3.2931230655391225e-15,0
0,7.398946806429339e-11,0
0,1.5818923353762257e-16,0
0,9.827707069643201e-12,0
0,8.795353041600861e-21,0
0,1.7651480161346928e-21,0
0,1.4647787482532622e-08,0
0,4.887954603969636e-14,0
0,3.50357785502152e-18,0
0,7.697250541939305e-18,0
0,1.1571118854193257e-14,0
0,3.552019066124468e-09,0
0,1.9753564178036026e-20,0
0,3.8311901936442375e-12,0
0,1.3348005224543035e-15,0
0,7.783487561597479e-17,0
0,2.6279834403236503e-22,0
0,3.546308080229165e-14,0
0,5.1879365618426794e-21,0
0,1.671490523804702e-16,0
0,9.810265260658787e-19,0
0,3.1463810615602277e-16,0
0,3.604397916909611e-16,0
0,3.4887341127393923e-23,0
0,3.429968635962806e-19,0
0,1.985277042595673e-16,0
0,2.3823791275686636e-20,0
0,1.1436212905837214e-06,0
0,1.3805353640417655e-20,0
0,6.210987499454131e-15,0
0,4.541316635096854e-22,0
0,4.8641756553254135e-17,0
0,1.894542443767332e-22,0
0,1.8734194252533568e-13,0
0,1.599450817662637e-08,0
0,1.305160317162192e-06,0
0,1.75135082164537e-14,0
0,2.1389986267941674e-20,0
0,9.646551760679132e-19,0
0,4.8879326468911475e-19,0
0,1.614423088784221e-19,0
0,5.293699500074782e-12,0
0,1.284715256752353e-13,0
0,2.055998538887383e-13,0
0,1.18707599190922e-16,0
0,1.391007602731746e-15,0
0,2.753902824486375e-16,0
0,9.763795108880783e-20,0
0,1.2894518436065439e-13,0
0,3.908744122677914e-16,0
0,1.3799023999411371e-22,0
0,4.2932054479122383e-19,0
0,2.089547150435933e-10,0
0,3.120140565769278e-16,0
0,2.371433111540546e-09,0
0,0.00041723743426664683,0
0,2.7276120440174158e-14,0
0,5.448599133397417e-21,0
0,3.5725111120302633e-19,0
0,2.1580317605253425e-11,0
0,5.647719551315808e-17,0
0,3.1183022526543235e-09,0
0,3.620237928357966e-20,0
0,7.312434564499213e-14,0
0,5.271861982302097e-17,0
0,6.1679887889476556e-18,0
0,1.6925944759056678e-10,0
0,1.1137546560865303e-17,0
0,9.339667045165241e-12,0
0,1.1354007104901103e-18,0
0,0.014925941761460297,0
0,3.1783945050571274e-14,0
0,4.901389463596197e-18,0
0,1.348537060703994e-21,0
0,1.3089220237659006e-13,0
0,6.74381594043307e-21,0
0,2.1030275850708186e-25,0
0,1.4417014041407709e-08,0
0,1.757440829390117e-19,0
0,1.601105836246358e-14,0
0,2.47617834491889e-13,0
0,2.6297863979118223e-14,0
0,1.3304714762950193e-13,0
0,4.0815785235758463e-16,0
0,5.084415798556188e-13,0
0,1.2513902190621611e-20,0
0,8.757787585810856e-19,0
0,1.8057324092609003e-15,0
0,7.110443261208275e-24,0
0,2.1507980869131862e-14,0
0,9.686397284849522e-15,0
0,1.2054254923743858e-16,0
0,4.0670951727044595e-21,0
0,2.5402385197926206e-15,0
0,6.52121460141412e-19,0
0,2.8274823164592824e-20,0
0,1.5809748813227495e-17,0
0,2.7439680780773654e-13,0
0,9.718627880046636e-19,0
0,1.2415044087608268e-06,0
0,3.6453891695936925e-15,0
0,2.5792578903875014e-17,0
0,4.054041394513494e-11,0
0,4.465871444704417e-13,0
0,0.18496460857032568,0
0,1.7844350495603137e-19,0
0,4.163834892627827e-15,0
0,1.5018307452539684e-11,0
0,7.842767565709664e-19,0
0,8.851912176710134e-16,0
0,2.0868014070167116e-26,0
0,1.0555921647732397e-17,0
0,5.924140935492985e-22,0
0,3.5685782687984293e-26,0
0,1.0812572446274712e-22,0
0,2.0797204627943226e-24,0
0,5.7871722316226235e-18,0
0,2.423231541187048e-23,0
0,6.495133757989645e-10,0
0,2.486292771547974e-23,0
0,1.4503631869171162e-15,0
0,2.3170377879263834e-20,0
0,5.540284743538507e-17,0
0,3.744092769714613e-16,0
0,4.798526925236078e-15,0
0,1.1220586585553266e-19,0
0,5.513499598497183e-15,0
0,4.395304695197716e-18,0
0,7.691858425362723e-12,0
0,1.2116927806515292e-15,0
0,0.005656228959812102,0
0,2.1661637541862175e-21,0
0,3.445431170361093e-13,0
0,1.687465399837637e-11,0
0,9.77328330215957e-17,0
0,8.165663025615841e-20,0
0,1.6473616459835572e-09,0
0,1.3229023343691713e-14,0
0,3.765995876950365e-15,0
0,5.690165104565009e-16,0
0,9.969095711965506e-12,0
0,4.7939609363389883e-14,0
0,9.486756097800815e-19,0
0,2.393832008380691e-18,0
0,1.8560786502426007e-19,0
0,7.905522276797562e-18,0
0,9.598898114915685e-12,0
0,2.2596292575998305e-11,0
0,7.831167925715662e-18,0
0,7.383207162531738e-18,0
0,1.1915360436247643e-12,0
0,3.2034949061866427e-22,0
0,8.822191451533883e-14,0
0,2.365095588472418e-10,0
0,1.8968899354431883e-19,0
0,1.0138904721012418e-18,0
0,1.1391093867675979e-15,0
0,2.2741372132134174e-11,0
0,4.718731263155804e-18,0
0,1.6509135378182374e-10,0
0,5.647909775603585e-14,0
0,1.7215999546521068e-11,0
0,5.758843192984835e-26,0
0,7.196144455019857e-13,0
0,1.637795383032294e-22,0
0,1.2253448162267739e-14,0
0,1.386256493643837e-21,0
0,3.921533191156447e-14,0
0,9.764790200398628e-25,0
0,3.242606479933931e-09,0
0,3.443731160173584e-19,0
0,5.951459598435639e-13,0
0,3.2007717325286357e-19,0
0,4.497687069532901e-12,0
0,1.1074778622695088e-18,0
0,3.777774157744002e-21,0
0,1.0953138687259723e-14,0
0,4.191272275611746e-15,0
0,0.0017209870699081116,0
0,9.904133890050506e-23,0
0,3.664976980983154e-19,0
0,1.0806172501331387e-13,0
0,9.336301458752068e-12,0
0,1.4192472397071643e-23,0
0,1.5760673114441557e-09,0
0,1.5783291120626648e-17,0
0,1.1867229181085922e-18,0
0,2.5739523278115406e-10,0
0,1.2398769317409682e-13,0
0,3.41564911874632e-17,0
0,1.5137310353971141e-22,0
0,6.811210720771248e-18,0
0,2.4896961689022822e-14,0
0,1.775561537078605e-20,0
0,1.2501054082203194e-11,0
0,1.0435267019503075e-18,0
0,1.3158605930537566e-10,0
0,4.18431382991728e-22,0
0,7.934703605825459e-13,0
0,7.619004205284712e-12,0
0,3.2656682774969124e-22,0
0,5.3165638639655525e-24,0
0,5.854941155253547e-24,0
0,2.0761981259745555e-17,0
0,3.997755499251201e-22,0
0,3.180973351247117e-21,0
0,1.5194563534368612e-15,0
0,4.218089227797241e-19,0
0,1.3405775043948406e-12,0
0,2.7877355564214444e-17,0
0,9.461357646975388e-22,0
0,1.657363215247533e-17,0
0,2.9989167247405854e-18,0
0,6.91022237534074e-19,0
0,2.968434622315628e-26,0
0,4.091332827055086e-19,0
0,1.7230759706586304e-07,0
0,4.930584887715197e-16,0
0,3.718072138615632e-14,0
0,3.190401938915967e-11,0
0,0.001605096733423556,0
0,2.331266694540575e-07,0
0,4.253752765493799e-24,0
0,1.3766195551529152e-07,0
0,6.089158386377344e-17,0
0,1.5507333866186687e-18,0
0,1.3607682197754804e-10,0
0,7.352386139096704e-11,0
0,1.574844458948537e-15,0
0,3.688455023132322e-08,0
0,1.7990804708220755e-13,0
0,1.0900084239661419e-25,0
0,2.6154175807448608e-11,0
0,9.720740663943333e-19,0
0,1.4040427714428066e-12,0
0,7.639697738055584e-15,0
0,1.1439151906308831e-13,0
0,1.871856238685941e-18,0
0,5.265364420562233e-18,0
0,2.6043394652363913e-19,0
0,1.7335933159203593e-16,0
0,3.7352819063046795e-16,0
0,1.4840230889282498e-19,0
0,1.065334861166168e-14,0
0,6.705739341492092e-11,0
0,4.341180689737011e-13,0
0,1.3169487776448426e-11,0
0,8.318050280872997e-09,0
0,2.2942774309441655e-20,0
0,2.1538189247690988e-16,0
0,9.45668260744516e-16,0
0,3.765016233898579e-17,0
0,6.431376061045285e-19,0
0,4.7883427463658e-10,0
0,6.041611722459392e-26,0
0,1.659787804982328e-13,0
0,9.387254491552725e-22,0
0,9.96950495852925e-22,0
1,0.9994382026252746,1
0,2.6164082165092518e-17,0
0,1.3301071787199404e-13,0
0,1.519010652542997e-15,0
0,1.8463954239582574e-09,0
0,6.074052235599327e-08,0
0,1.1942101715384462e-25,0
0,6.784957675669348e-11,0
0,5.552132188827592e-18,0
0,2.0452825014614513e-10,0
0,1.2914603264680414e-15,0
0,7.147022840403233e-20,0
0,2.1123120166950804e-21,0
0,9.743002832490065e-19,0
0,8.562909678208834e-19,0
0,1.4506751691824374e-15,0
0,5.551613264896467e-19,0
0,2.251452472078739e-18,0
0,6.144535456688574e-11,0
0,1.9377390458522914e-24,0
0,2.668860691649865e-15,0
0,3.221692737758701e-18,0
0,0.00012305325899814254,0
0,1.2709563271901065e-16,0
0,1.906389162440834e-20,0
0,1.249298685170275e-16,0
0,7.689394724680465e-18,0
0,1.6337617907122562e-15,0
0,2.763181272292955e-07,0
0,1.3676336470786887e-09,0
0,5.457206451320044e-17,0
0,1.1511845504326167e-08,0
0,1.2467259528644316e-15,0
0,7.948958735909224e-18,0
0,2.422991918003394e-13,0
0,3.4604221488885395e-25,0
0,8.100823015492658e-06,0
0,6.140624287132095e-21,0
0,1.3620257335711464e-19,0
0,3.2854584138053616e-20,0
0,7.105661571407289e-17,0
0,5.078939515273327e-15,0
0,8.710669035189046e-23,0
0,5.520098740823686e-11,0
0,1.429699921698137e-17,0
0,1.3198913866974178e-07,0
0,3.358812969597952e-24,0
0,4.4330177241433634e-20,0
0,1.4009088459623566e-07,0
0,8.849432668691163e-18,0
0,1.2170645795869162e-13,0
0,2.492361979234189e-28,0
0,4.2790362930431673e-10,0
0,2.0868477798110424e-05,0
0,3.875219280306281e-27,0
0,9.56407144180391e-09,0
0,0.000487765626707287,0
0,1.278279663631149e-19,0
0,5.060200688992078e-11,0
0,5.559022522739154e-20,0
0,3.459389615450544e-11,0
0,1.7893031522171002e-20,0
0,5.920297805500588e-20,0
0,7.15584696208027e-15,0
0,9.557265432080398e-19,0
0,4.206630076810594e-17,0
0,5.272588534246451e-20,0
0,4.237999996648104e-13,0
0,8.309815813862211e-14,0
0,6.1569488891766405e-22,0
0,1.957153257498787e-21,0
0,6.077623682578238e-18,0
0,2.820742949998592e-21,0
0,9.197171817357247e-27,0
0,1.028801125014214e-20,0
0,2.008162219725697e-13,0
0,1.5291910515976208e-17,0
0,5.8574149025177906e-15,0
0,1.3491960386848163e-07,0
0,5.843849456300401e-20,0
0,4.030948603875096e-25,0
0,3.337749004616241e-20,0
0,6.303500303441287e-24,0
0,4.814768539752224e-21,0
0,3.0884780514652374e-16,0
0,8.31541506813554e-13,0
0,3.0636863825438713e-16,0
0,3.958326234635393e-21,0
0,9.75442559662459e-20,0
0,6.982505203523843e-15,0
0,1.6463335041752577e-14,0
0,2.3517901323210275e-12,0
0,4.981569690538072e-25,0
0,3.3998373947249034e-10,0
0,1.3637345793894664e-10,0
0,1.5722594363115737e-21,0
0,1.1136040207545525e-23,0
0,1.6757347212721e-18,0
0,1.2918655027825883e-19,0
0,1.9743574298729127e-17,0
0,1.2603870991844623e-25,0
0,3.077547098086498e-23,0
0,1.211139397928667e-18,0
0,9.289703168166992e-13,0
0,1.0251231473427824e-15,0
0,1.8600729515740986e-14,0
0,2.0015692691861466e-17,0
0,2.494833493388513e-10,0
0,1.2311183130069388e-19,0
0,5.358493651516533e-11,0
0,1.8187463612737395e-10,0
0,1.4325526985134434e-20,0
0,5.851429109780312e-27,0
0,3.1206295443803684e-19,0
0,9.704919512060543e-11,0
0,2.3769150660515286e-17,0
0,5.943109505848332e-14,0
0,1.2648116094803327e-13,0
0,5.035858243032908e-11,0
0,1.379704574475395e-24,0
0,2.2691834408053498e-20,0
0,2.79150733771391e-23,0
0,6.020084456010717e-05,0
0,1.1882957653790902e-15,0
0,1.9347922399970886e-20,0
0,1.9391719485224793e-14,0
0,9.376424253453253e-19,0
0,8.34719748785004e-09,0
0,5.024561006026424e-18,0
0,8.326923658344787e-09,0
0,1.4119089568914838e-13,0
0,1.0739531274147412e-09,0
0,1.3578167621232924e-09,0
0,1.2149331128810228e-17,0
0,3.476626007250069e-11,0
0,3.57171575313634e-09,0
0,7.729177324227339e-19,0
0,5.0206716280855664e-23,0
0,2.406270762731556e-17,0
0,7.2141944210046974e-09,0
0,1.8249086822756875e-15,0
0,2.4438040268244226e-24,0
0,1.2394457349614725e-15,0
0,7.406959282574828e-13,0
0,3.151542633839993e-11,0
0,8.577452993332385e-27,0
0,2.7740007305269438e-08,0
0,5.960536313698632e-20,0
0,3.973006544849016e-13,0
0,1.5001254587618204e-12,0
0,3.1383794252010754e-17,0
0,1.0777403290667483e-21,0
0,1.0086273619385936e-11,0
0,1.7325680923355873e-16,0
0,8.517133573843669e-14,0
0,7.71863468186892e-19,0
0,1.7706441113009341e-15,0
0,1.608824252685647e-18,0
0,4.667999056415163e-06,0
0,3.663076086970549e-18,0
0,4.657052893343532e-22,0
0,3.4261172304004953e-26,0
0,2.4584655468292115e-21,0
0,3.942991221330565e-20,0
0,6.309955270090068e-15,0
0,7.277006905580157e-20,0
0,7.639516376423931e-22,0
0,2.6823946317307525e-14,0
0,2.0905565392670603e-17,0
0,7.394918170998922e-13,0
0,1.5608796086202377e-21,0
0,1.8739172206479314e-16,0
0,1.9315445168341957e-18,0
0,9.584736391956143e-15,0
0,5.38314699692404e-13,0
0,8.680250657376517e-10,0
0,5.805129209156333e-21,0
0,1.486279170160133e-09,0
0,6.891328091749312e-25,0
0,3.634410240745848e-22,0
0,3.318998580846664e-16,0
0,3.6997377121293617e-13,0
0,9.532827377023177e-12,0
0,1.458026604840518e-05,0
0,2.7261071835726066e-13,0
0,9.985925719398519e-20,0
0,2.6129413392923015e-18,0
0,6.81480640589523e-13,0
0,3.009896219191792e-22,0
0,1.5167664733586917e-22,0
0,9.523655879012805e-17,0
0,1.2599525329864145e-14,0
0,3.0438085229915856e-13,0
0,2.5793077383520067e-16,0
0,1.0106553112981265e-09,0
0,8.616435781646766e-13,0
0,5.513780693345406e-12,0
0,1.0226126304307316e-19,0
0,4.915733103034689e-22,0
0,1.330685385853419e-14,0
0,4.254271400512268e-18,0
0,1.4702457590872026e-08,0
0,2.9031605388926897e-18,0
0,7.730471025115249e-19,0
0,8.717187463254804e-22,0
0,5.298557585173842e-17,0
0,7.963217339572173e-24,0
0,8.273499713458597e-21,0
0,1.781843625552346e-17,0
0,3.893156050883153e-20,0
0,8.272388872460193e-21,0
0,1.8299646043936293e-18,0
0,2.0784874789136432e-08,0
0,1.8596018594662835e-18,0
0,5.131252902010132e-14,0
0,7.128842675566701e-14,0
0,7.121129635663991e-24,0
0,4.746185512005191e-14,0
0,2.5847444457602503e-18,0
0,6.225580588062126e-11,0
0,4.6633888050926796e-23,0
0,3.916558953240671e-12,0
0,4.717805602728349e-17,0
0,1.8818649661185791e-16,0
0,7.255786226055522e-21,0
0,1.016933933337595e-20,0
0,1.1362000089933063e-16,0
0,8.311047364595326e-24,0
0,6.510782381969799e-17,0
0,2.344499688924056e-10,0
0,3.878938340768618e-09,0
0,1.1011039602790614e-18,0
0,2.551858483780042e-24,0
0,5.3006068067111004e-21,0
0,9.957356348092988e-15,0
0,1.3350228808769016e-05,0
0,4.1497860022076377e-17,0
0,4.6254002744910265e-12,0
0,4.713304617409224e-13,0
0,6.1940031310941985e-21,0
0,1.8017931985664755e-15,0
0,9.338920209055366e-12,0
0,6.166048497799519e-17,0
0,1.1387969540718756e-19,0
0,2.336759829413258e-09,0
0,3.805985045809217e-14,0
0,6.769793426184373e-09,0
0,1.615423868206102e-19,0
0,2.3104203376591128e-08,0
0,8.587484270462576e-21,0
0,3.0591488150447047e-22,0
0,3.539471334481341e-19,0
0,8.222388871613277e-18,0
0,8.472424475744747e-15,0
0,2.575905774206366e-19,0
0,3.320309439120842e-20,0
0,1.8958046684691673e-23,0
0,2.9675762838587762e-24,0
0,5.40365599482428e-20,0
0,8.416964440336674e-15,0
0,2.068475220520638e-12,0
0,8.093020727728998e-19,0
0,2.737843396366832e-13,0
0,1.4052230555070652e-19,0
0,3.809705175480115e-14,0
0,1.0349798624823875e-11,0
0,3.971245895232525e-17,0
0,9.655442406258786e-12,0
0,1.6302176061198785e-14,0
0,3.3788222756423515e-10,0
0,3.87865627575041e-19,0
0,2.076893537988719e-08,0
0,1.10012062377882e-14,0
0,2.486438441503319e-11,0
0,4.01990887818775e-16,0
0,6.827081951361844e-16,0
0,7.53332260764707e-20,0
0,5.4611780808058274e-15,0
0,1.3944177335254635e-17,0
0,3.3879786704118123e-16,0
0,1.4561991076402313e-19,0
0,1.748726855015765e-09,0
0,3.8444590258522274e-18,0
0,8.70901217844967e-22,0
0,8.523257600590646e-25,0
0,2.2307632945285684e-17,0
0,3.961323904953393e-12,0
0,2.727521870031759e-16,0
0,5.5306261699212036e-14,0
0,2.1464556994764495e-23,0
0,2.6081825118035903e-20,0
0,1.6334153555202882e-15,0
0,8.583841861775108e-22,0
0,9.698916205389922e-22,0
0,1.7703628131957006e-19,0
0,1.5509980845665312e-23,0
0,2.594364102908343e-17,0
0,3.90609329066705e-09,0
0,2.0200760625590304e-17,0
0,4.2844818877113375e-14,0
0,1.1992863596451308e-22,0
0,4.862032226721011e-15,0
0,8.078788050088701e-08,0
0,6.826356082164827e-14,0
0,0.0024597766865400053,0
0,7.192714608774221e-10,0
0,1.7352274527542158e-14,0
0,2.1780394379103032e-14,0
0,9.754847213214401e-12,0
0,1.0927152678594602e-14,0
0,4.793074978181014e-17,0
0,3.121812550730569e-13,0
0,2.7230027456189925e-16,0
0,1.3054287928705902e-14,0
0,1.3323108831626765e-15,0
0,6.08995684866646e-18,0
0,7.983051175465445e-19,0
0,3.5794056526208016e-08,0
0,1.5935706359151503e-22,0
0,7.051798517350516e-17,0
0,4.52040533875988e-13,0
0,1.8149083059704588e-12,0
0,9.944817482386952e-26,0
0,7.828198731494067e-18,0
0,3.9501396872323266e-18,0
0,1.0136268094091466e-15,0
0,6.931507438570928e-20,0
0,1.5774587779297273e-14,0
0,6.637533490455358e-06,0
0,1.6540179545885153e-16,0
0,5.1524509180970665e-15,0
0,2.871056050195868e-20,0
0,3.824451502818868e-13,0
0,9.961606475960044e-17,0
0,4.079556092006076e-17,0
0,4.6381942525827564e-15,0
0,1.5472333779781308e-22,0
0,6.325427652220047e-13,0
0,1.1242309050600591e-15,0
0,8.727577037481777e-07,0
0,5.296193343283462e-07,0
0,1.9585332021475898e-23,0
0,9.78719539157406e-22,0
0,2.950541886675118e-18,0
0,7.658845397163415e-14,0
0,7.622132493712691e-19,0
0,6.014152972736189e-23,0
0,1.8426914393841483e-16,0
0,8.796787685179926e-09,0
0,8.28048661704013e-10,0
0,6.438856616826882e-25,0
0,2.432203570689572e-11,0
0,1.6813496566330283e-10,0
0,1.9197831985074314e-15,0
0,1.8795634547677254e-08,0
0,1.0095617633290593e-12,0
0,8.02207561400235e-21,0
0,1.0175540371746517e-15,0
0,1.851770441050068e-10,0
0,3.168078711977137e-08,0
0,9.317429321693017e-20,0
